chemical,activity,dosage,reference
OLEANOLIC-ACID,Anticomplement,IC40-50 0.01 mM/l gpg,"Hansel, R., Keller, K., Rimpler, H., and Schneider, G. eds. 1992. Hager's Handbuch der Pharmazeutischen Praxis, Drogen (A-D), 1209 pp., 1993 (E-O), 970 pp., 1994 (P-Z), 1196 pp. Springer-Verlag, Berlin."
OLEANOLIC-ACID,Anticomplement,IC80-90 0.05 mM/l gpg,"Hansel, R., Keller, K., Rimpler, H., and Schneider, G. eds. 1992. Hager's Handbuch der Pharmazeutischen Praxis, Drogen (A-D), 1209 pp., 1993 (E-O), 970 pp., 1994 (P-Z), 1196 pp. Springer-Verlag, Berlin."
OLEANOLIC-ACID,Antiedemic,IC36=40 mg/kg ipr rat,"Duke, 1992 *"
OLEANOLIC-ACID,Antifertility,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Antigingivitic,"MIC=625-1,250 ug/ml","Duke, 1992 *"
OLEANOLIC-ACID,Antihepatotoxic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,AntiHIV,IC50=21.8 ug/ml,"Duke, 1992 *"
OLEANOLIC-ACID,AntiHIV,EC50=1.7 ug/ml,"Kashiwada, Y., et. al. 1998. Anti-AIDS Agents. 30. Anti-HIV Activity of Oleanolic Acid, Pomolic Acid, and Structurally Related Triterpenoids. J. Nat. Prod., 61 (9): 1090-1095."
OLEANOLIC-ACID,Antihyperlipidemic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Antiinflammatory,40 mg/kg ipr,"Aquino, R., De Feo, V., De Simone, F., Pizza, C.*, and Cirino, G. Plant Metabolites. New Compounds And Anti-Inflammatory Activity Of Uncaria tomentosa. Journal of Natural Products, 54(2): 453-459, 1991."
OLEANOLIC-ACID,Antiischemic,40 mg/kg,"Duke, 1992 *"
OLEANOLIC-ACID,Antileukemic,not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
OLEANOLIC-ACID,Antileukotriene,IC50=17 uM,"Duke, 1992 *"
OLEANOLIC-ACID,Antimalarial,IC50=70-89 ug/ml,"Duke, 1992 *"
OLEANOLIC-ACID,Antinephritic,IC50=19-24 uM,"Duke, 1992 *"
OLEANOLIC-ACID,Antioxidant,not available,"Balanehru, S. and Nagarajan, B. 1992. Intervention of Adriamycin Induced Free Radical Damage. Biochemistry International 28(4): 735-744, 1992."
OLEANOLIC-ACID,Antioxidant,IC46=10 uM,"Duke, 1992 *"
OLEANOLIC-ACID,Antiperiodontic,"MIC=625-1,250 ug/ml","Duke, 1992 *"
OLEANOLIC-ACID,Antiperoxidant,IC30=200 ug/ml,"Duke, 1992 *"
OLEANOLIC-ACID,AntiPGE2,IC50=24 uM,"Duke, 1992 *"
OLEANOLIC-ACID,Antiplaque,"MIC=625-1,250 ug/ml","Duke, 1992 *"
OLEANOLIC-ACID,Antiplasmodial,IC50=70-89 ug/ml,"Duke, 1992 *"
OLEANOLIC-ACID,Antisarcomic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Antiseptic,"MIC=625-1,250 ug/ml","Duke, 1992 *"
OLEANOLIC-ACID,AntiTGF-beta,IC50=19-24 uM,"Duke, 1992 *"
OLEANOLIC-ACID,Antitumor,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Antitumor (Breast),not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
OLEANOLIC-ACID,Antitumor (Colon),not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
OLEANOLIC-ACID,Antitumor (Kidney),not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
OLEANOLIC-ACID,Antitumor (Lung),not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
OLEANOLIC-ACID,Antitumor (Pancreas),not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
OLEANOLIC-ACID,Antiulcer,>carbenoxolone,"Duke, 1992 *"
OLEANOLIC-ACID,Antiviral,EC50=1.7 ug/ml,"Kashiwada, Y., et. al. 1998. Anti-AIDS Agents. 30. Anti-HIV Activity of Oleanolic Acid, Pomolic Acid, and Structurally Related Triterpenoids. J. Nat. Prod., 61 (9): 1090-1095."
OLEANOLIC-ACID,Antiviral,IC50=21.8 ug/ml,"Kashiwada, Y., et. al. 1998. Anti-AIDS Agents. 30. Anti-HIV Activity of Oleanolic Acid, Pomolic Acid, and Structurally Related Triterpenoids. J. Nat. Prod., 61 (9): 1090-1095."
OLEANOLIC-ACID,Aromatase-Inhibitor,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Beta-Blocker,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Beta-Glucuronidase-Inhibitor,~100 mg/kg,"Duke, 1992 *"
OLEANOLIC-ACID,Cancer-Preventive,not available,"Stitt, P. A. Why George Should Eat Broccoli. Dougherty Co, Milwaukee, WI, 1990, 399 pp."
OLEANOLIC-ACID,Cardioprotective,40 mg/kg,"Duke, 1992 *"
OLEANOLIC-ACID,Cardiotonic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,COX-2-Inhibitor,IC50=295 uM/,"Duke, 1992 *"
OLEANOLIC-ACID,COX-2-Inhibitor,not available,"Ringbom, T., Seguar, L., Noreen, Y., Perera, P., Bohlin, L. 1998. Ursolic Acid from Plantago major, a Selective Inhibitor of Cyclooxygenase-2 Catalyzed Prostaglandin Biosynthesis. J. Nat. Prod., 61(10): 1212-1215."
OLEANOLIC-ACID,Cyclooxygenase-Inhibitor,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Diuretic,not available,"Leung, A. Y. and Foster, S. 1995. Encyclopedia of Common Natural Ingredients 2nd Ed. John Wiley & Sons, New York. 649 pp."
OLEANOLIC-ACID,Elastase-Inhibitor,IC50=~15 uM,"Duke, 1992 *"
OLEANOLIC-ACID,Hepatoprotective,not available,"Advance in Chinese Medicinal Materials Research. 1985. Eds. H. M. Chang, H. W. Yeung, W. -W. Tso and A. Koo. World Scientific Publishing Co., Philadelphia Pa., page 211."
OLEANOLIC-ACID,Hypolipemic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Hypotensive,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Immunomodulator,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Leucocytogenic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,NF-kB-Inhibitor,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Phagocytotic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Piscicide,not available,"ANON. 1948-1976. The Wealth of India raw materials. Publications and Information Directorate, CSIR, New Delhi. 11 volumes."
OLEANOLIC-ACID,Prostaglandin-Synthesis-Inhibitor,igs mus,"Duke, 1992 *"
OLEANOLIC-ACID,Sedative,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Uterotonic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Vasopressor,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Abortifacient,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Antiallergic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Antiarrhythmic,40 mg/kg,"Duke, 1992 *"
OLEANOLIC-ACID,Antiatherosclerotic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Antibacterial,"MIC=625-1,250 ug/ml","Duke, 1992 *"
OLEANOLIC-ACID,Anticarcinomic,not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
OLEANOLIC-ACID,Anticariogenic,not available,"Leung, A. Y. and Foster, S. 1995. Encyclopedia of Common Natural Ingredients 2nd Ed. John Wiley & Sons, New York. 649 pp."
OLEANOLIC-ACID,Anticomplement,IC40-50 0.01 mM/l gpg,"Hansel, R., Keller, K., Rimpler, H., and Schneider, G. eds. 1992. Hager's Handbuch der Pharmazeutischen Praxis, Drogen (A-D), 1209 pp., 1993 (E-O), 970 pp., 1994 (P-Z), 1196 pp. Springer-Verlag, Berlin."
OLEANOLIC-ACID,Anticomplement,IC80-90 0.05 mM/l gpg,"Hansel, R., Keller, K., Rimpler, H., and Schneider, G. eds. 1992. Hager's Handbuch der Pharmazeutischen Praxis, Drogen (A-D), 1209 pp., 1993 (E-O), 970 pp., 1994 (P-Z), 1196 pp. Springer-Verlag, Berlin."
OLEANOLIC-ACID,Antiedemic,IC36=40 mg/kg ipr rat,"Duke, 1992 *"
OLEANOLIC-ACID,Antifertility,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Antigingivitic,"MIC=625-1,250 ug/ml","Duke, 1992 *"
OLEANOLIC-ACID,Antihepatotoxic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,AntiHIV,IC50=21.8 ug/ml,"Duke, 1992 *"
OLEANOLIC-ACID,AntiHIV,EC50=1.7 ug/ml,"Kashiwada, Y., et. al. 1998. Anti-AIDS Agents. 30. Anti-HIV Activity of Oleanolic Acid, Pomolic Acid, and Structurally Related Triterpenoids. J. Nat. Prod., 61 (9): 1090-1095."
OLEANOLIC-ACID,Antihyperlipidemic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Antiinflammatory,40 mg/kg ipr,"Aquino, R., De Feo, V., De Simone, F., Pizza, C.*, and Cirino, G. Plant Metabolites. New Compounds And Anti-Inflammatory Activity Of Uncaria tomentosa. Journal of Natural Products, 54(2): 453-459, 1991."
OLEANOLIC-ACID,Antiischemic,40 mg/kg,"Duke, 1992 *"
OLEANOLIC-ACID,Antileukemic,not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
OLEANOLIC-ACID,Antileukotriene,IC50=17 uM,"Duke, 1992 *"
OLEANOLIC-ACID,Antimalarial,IC50=70-89 ug/ml,"Duke, 1992 *"
OLEANOLIC-ACID,Antinephritic,IC50=19-24 uM,"Duke, 1992 *"
OLEANOLIC-ACID,Antioxidant,not available,"Balanehru, S. and Nagarajan, B. 1992. Intervention of Adriamycin Induced Free Radical Damage. Biochemistry International 28(4): 735-744, 1992."
OLEANOLIC-ACID,Antioxidant,IC46=10 uM,"Duke, 1992 *"
OLEANOLIC-ACID,Antiperiodontic,"MIC=625-1,250 ug/ml","Duke, 1992 *"
OLEANOLIC-ACID,Antiperoxidant,IC30=200 ug/ml,"Duke, 1992 *"
OLEANOLIC-ACID,AntiPGE2,IC50=24 uM,"Duke, 1992 *"
OLEANOLIC-ACID,Antiplaque,"MIC=625-1,250 ug/ml","Duke, 1992 *"
OLEANOLIC-ACID,Antiplasmodial,IC50=70-89 ug/ml,"Duke, 1992 *"
OLEANOLIC-ACID,Antisarcomic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Antiseptic,"MIC=625-1,250 ug/ml","Duke, 1992 *"
OLEANOLIC-ACID,AntiTGF-beta,IC50=19-24 uM,"Duke, 1992 *"
OLEANOLIC-ACID,Antitumor,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Antitumor (Breast),not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
OLEANOLIC-ACID,Antitumor (Colon),not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
OLEANOLIC-ACID,Antitumor (Kidney),not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
OLEANOLIC-ACID,Antitumor (Lung),not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
OLEANOLIC-ACID,Antitumor (Pancreas),not available,"Chiang, L. C., Chiang, W., Chang, M. Y., Ng, L. T., Lin, C. C. 2003. Antileukemic activity of selected natural products in Taiwan. Am J Chin Med, 31(1):37-46."
OLEANOLIC-ACID,Antiulcer,>carbenoxolone,"Duke, 1992 *"
OLEANOLIC-ACID,Antiviral,EC50=1.7 ug/ml,"Kashiwada, Y., et. al. 1998. Anti-AIDS Agents. 30. Anti-HIV Activity of Oleanolic Acid, Pomolic Acid, and Structurally Related Triterpenoids. J. Nat. Prod., 61 (9): 1090-1095."
OLEANOLIC-ACID,Antiviral,IC50=21.8 ug/ml,"Kashiwada, Y., et. al. 1998. Anti-AIDS Agents. 30. Anti-HIV Activity of Oleanolic Acid, Pomolic Acid, and Structurally Related Triterpenoids. J. Nat. Prod., 61 (9): 1090-1095."
OLEANOLIC-ACID,Aromatase-Inhibitor,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Beta-Blocker,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Beta-Glucuronidase-Inhibitor,~100 mg/kg,"Duke, 1992 *"
OLEANOLIC-ACID,Cancer-Preventive,not available,"Stitt, P. A. Why George Should Eat Broccoli. Dougherty Co, Milwaukee, WI, 1990, 399 pp."
OLEANOLIC-ACID,Cardioprotective,40 mg/kg,"Duke, 1992 *"
OLEANOLIC-ACID,Cardiotonic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,COX-2-Inhibitor,IC50=295 uM/,"Duke, 1992 *"
OLEANOLIC-ACID,COX-2-Inhibitor,not available,"Ringbom, T., Seguar, L., Noreen, Y., Perera, P., Bohlin, L. 1998. Ursolic Acid from Plantago major, a Selective Inhibitor of Cyclooxygenase-2 Catalyzed Prostaglandin Biosynthesis. J. Nat. Prod., 61(10): 1212-1215."
OLEANOLIC-ACID,Cyclooxygenase-Inhibitor,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Diuretic,not available,"Leung, A. Y. and Foster, S. 1995. Encyclopedia of Common Natural Ingredients 2nd Ed. John Wiley & Sons, New York. 649 pp."
OLEANOLIC-ACID,Elastase-Inhibitor,IC50=~15 uM,"Duke, 1992 *"
OLEANOLIC-ACID,Hepatoprotective,not available,"Advance in Chinese Medicinal Materials Research. 1985. Eds. H. M. Chang, H. W. Yeung, W. -W. Tso and A. Koo. World Scientific Publishing Co., Philadelphia Pa., page 211."
OLEANOLIC-ACID,Hypolipemic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Hypotensive,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Immunomodulator,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Leucocytogenic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,NF-kB-Inhibitor,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Phagocytotic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Piscicide,not available,"ANON. 1948-1976. The Wealth of India raw materials. Publications and Information Directorate, CSIR, New Delhi. 11 volumes."
OLEANOLIC-ACID,Prostaglandin-Synthesis-Inhibitor,igs mus,"Duke, 1992 *"
OLEANOLIC-ACID,Sedative,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Uterotonic,not available,"Duke, 1992 *"
OLEANOLIC-ACID,Vasopressor,not available,"Duke, 1992 *"
OLEANOLIC-ACID-METHYL-ESTER,Hemolytic,not available,"Duke, 1992 *"
OLEIC-ACID,5-Alpha-Reductase-Inhibitor,not available,"Duke, 1992 *"
OLEIC-ACID,Allergenic,not available,"Duke, 1992 *"
OLEIC-ACID,Alpha-Reductase-Inhibitor,not available,"Duke, 1992 *"
OLEIC-ACID,Anemiagenic,not available,"Duke, 1992 *"
OLEIC-ACID,Antialopecic,not available,"Duke, 1992 *"
OLEIC-ACID,Antiandrogenic,not available,"Duke, 1992 *"
OLEIC-ACID,Antiinflammatory,IC50=21 uM,"Duke, 1992 *"
OLEIC-ACID,Antileukotriene-D4,IC50=21 uM,"Duke, 1992 *"
OLEIC-ACID,Cancer-Preventive,not available,"Stitt, P. A. Why George Should Eat Broccoli. Dougherty Co, Milwaukee, WI, 1990, 399 pp."
OLEIC-ACID,Choleretic,5 ml/man,"Duke, 1992 *"
OLEIC-ACID,Dermatitigenic,not available,"Duke, 1992 *"
OLEIC-ACID,FLavor,FEMA 1-30,Aloe Research Council - Duke writeup of non-peer reviewd book by Coats and draft by Henry
OLEIC-ACID,Hypocholesterolemic,not available,"Spiller, G. A. 1996 (Spiller, G. A. Ed. 1996. CRC Handbook of Lipids in Human Nutrition. CRC Press. Boca Raton, FL. 233 pp.)"
OLEIC-ACID,Insectifuge,not available,"Jacobson, M., Glossary of Plant-Derived Insect Deterrents, CRC Press, Inc., Boca Raton, FL, 213 p, 1990."
OLEIC-ACID,Irritant,not available,Merck 11th Edition
OLEIC-ACID,Percutaneostimulant,not available,"Seki, T., Toeda, C., Kawaguchi, T., Juni, K., Sugibayashi, K., and Morimoto, Y. 1990. Enhanced Transdermal Delivery of Zidovudine in Rats and Human Skin. Chem. Pharm. Bull. 38(11): 3086-3089, 1990."
OLEIC-ACID,Perfumery,not available,Aloe Research Council - Duke writeup of non-peer reviewd book by Coats and draft by Henry
OLEIC-ACID,Propecic,not available,"Duke, 1992 *"
OLEIC-ACID,5-Alpha-Reductase-Inhibitor,not available,"Duke, 1992 *"
OLEIC-ACID,Allergenic,not available,"Duke, 1992 *"
OLEIC-ACID,Alpha-Reductase-Inhibitor,not available,"Duke, 1992 *"
OLEIC-ACID,Anemiagenic,not available,"Duke, 1992 *"
OLEIC-ACID,Antialopecic,not available,"Duke, 1992 *"
OLEIC-ACID,Antiandrogenic,not available,"Duke, 1992 *"
OLEIC-ACID,Antiinflammatory,IC50=21 uM,"Duke, 1992 *"
OLEIC-ACID,Antileukotriene-D4,IC50=21 uM,"Duke, 1992 *"
OLEIC-ACID,Cancer-Preventive,not available,"Stitt, P. A. Why George Should Eat Broccoli. Dougherty Co, Milwaukee, WI, 1990, 399 pp."
OLEIC-ACID,Choleretic,5 ml/man,"Duke, 1992 *"
OLEIC-ACID,Dermatitigenic,not available,"Duke, 1992 *"
OLEIC-ACID,FLavor,FEMA 1-30,Aloe Research Council - Duke writeup of non-peer reviewd book by Coats and draft by Henry
OLEIC-ACID,Hypocholesterolemic,not available,"Spiller, G. A. 1996 (Spiller, G. A. Ed. 1996. CRC Handbook of Lipids in Human Nutrition. CRC Press. Boca Raton, FL. 233 pp.)"
OLEIC-ACID,Insectifuge,not available,"Jacobson, M., Glossary of Plant-Derived Insect Deterrents, CRC Press, Inc., Boca Raton, FL, 213 p, 1990."
OLEIC-ACID,Irritant,not available,Merck 11th Edition
OLEIC-ACID,Percutaneostimulant,not available,"Seki, T., Toeda, C., Kawaguchi, T., Juni, K., Sugibayashi, K., and Morimoto, Y. 1990. Enhanced Transdermal Delivery of Zidovudine in Rats and Human Skin. Chem. Pharm. Bull. 38(11): 3086-3089, 1990."
OLEIC-ACID,Perfumery,not available,Aloe Research Council - Duke writeup of non-peer reviewd book by Coats and draft by Henry
OLEIC-ACID,Propecic,not available,"Duke, 1992 *"
OLEIC-ACID,5-Alpha-Reductase-Inhibitor,not available,"Duke, 1992 *"
OLEIC-ACID,Allergenic,not available,"Duke, 1992 *"
OLEIC-ACID,Alpha-Reductase-Inhibitor,not available,"Duke, 1992 *"
OLEIC-ACID,Anemiagenic,not available,"Duke, 1992 *"
OLEIC-ACID,Antialopecic,not available,"Duke, 1992 *"
OLEIC-ACID,Antiandrogenic,not available,"Duke, 1992 *"
OLEIC-ACID,Antiinflammatory,IC50=21 uM,"Duke, 1992 *"
OLEIC-ACID,Antileukotriene-D4,IC50=21 uM,"Duke, 1992 *"
OLEIC-ACID,Cancer-Preventive,not available,"Stitt, P. A. Why George Should Eat Broccoli. Dougherty Co, Milwaukee, WI, 1990, 399 pp."
OLEIC-ACID,Choleretic,5 ml/man,"Duke, 1992 *"
OLEIC-ACID,Dermatitigenic,not available,"Duke, 1992 *"
OLEIC-ACID,FLavor,FEMA 1-30,Aloe Research Council - Duke writeup of non-peer reviewd book by Coats and draft by Henry
OLEIC-ACID,Hypocholesterolemic,not available,"Spiller, G. A. 1996 (Spiller, G. A. Ed. 1996. CRC Handbook of Lipids in Human Nutrition. CRC Press. Boca Raton, FL. 233 pp.)"
OLEIC-ACID,Insectifuge,not available,"Jacobson, M., Glossary of Plant-Derived Insect Deterrents, CRC Press, Inc., Boca Raton, FL, 213 p, 1990."
OLEIC-ACID,Irritant,not available,Merck 11th Edition
OLEIC-ACID,Percutaneostimulant,not available,"Seki, T., Toeda, C., Kawaguchi, T., Juni, K., Sugibayashi, K., and Morimoto, Y. 1990. Enhanced Transdermal Delivery of Zidovudine in Rats and Human Skin. Chem. Pharm. Bull. 38(11): 3086-3089, 1990."
OLEIC-ACID,Perfumery,not available,Aloe Research Council - Duke writeup of non-peer reviewd book by Coats and draft by Henry
OLEIC-ACID,Propecic,not available,"Duke, 1992 *"
OPCS,Antiallergic,not available,"Duke, 1992 *"
OPCS,Antianaphylactic,not available,"Duke, 1992 *"
OPCS,Antiasthmatic,not available,"Duke, 1992 *"
OPCS,Antiatherogenic,not available,"Duke, 1992 *"
OPCS,Antibacterial,not available,"Duke, 1992 *"
OPCS,Antibiotic,not available,"Duke, 1992 *"
OPCS,Antiedemic,2 x phenylbutazone,"Duke, 1992 *"
OPCS,Antierythemic,not available,"Duke, 1992 *"
OPCS,Antiexudative,not available,"Duke, 1992 *"
OPCS,Antigastritic,not available,"Duke, 1992 *"
OPCS,Antihistaminic,not available,"Duke, 1992 *"
OPCS,AntiHIV,not available,"Duke, 1992 *"
OPCS,Antiinflammatory,not available,"Duke, 1992 *"
OPCS,Antiobesity,not available,"Duke, 1992 *"
OPCS,Antioxidant,not available,"Duke, 1992 *"
OPCS,Antiradicular,not available,"Duke, 1992 *"
OPCS,Antiviral,not available,"Duke, 1992 *"
OPCS,Cancer-Preventive,not available,"Duke, 1992 *"
OPCS,Capillaritonic,not available,"Duke, 1992 *"
OPCS,Hyaluronidase-Inhibitor,not available,"Duke, 1992 *"
OPCS,Immunomodulator,not available,"Duke, 1992 *"
OPCS,Lipolytic,not available,"Duke, 1992 *"
OPCS,Pesticide,not available,"Duke, 1992 *"
OPCS,Sunscreen,not available,"Duke, 1992 *"
OPCS,Xanthine-Oxidase-Inhibitor,IC50=>40,"Hatano, T., Yasuhara, T., Yoshihara, R., Agata, I., Noro, T., and Okuda, T. 1989. Effects of Interaction of Tannins with Co-existing Substances.VII. Inhibitory Effects of Tannins Related Polyphenols on Xanthine Oxidase. Chem. Pharm. Bull. 38(5): 1224-1229"
OXALIC-ACID,Acaricide,not available,"Duke, 1992 *"
OXALIC-ACID,Antiseptic,not available,"Duke, 1992 *"
OXALIC-ACID,CNS-Paralytic,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
OXALIC-ACID,Fatal,not available,Martindale's 29th
OXALIC-ACID,Hemostatic,not available,Merck 11th Edition
OXALIC-ACID,Irritant,not available,"Duke, 1992 *"
OXALIC-ACID,Pesticide,not available,"Duke, 1992 *"
OXALIC-ACID,Renotoxic,not available,Merck 11th Edition
